INSEE_COM,DENS3,DENS7,SERVICES POUR LES PARTICULIERS,COMMERCES,ENSEIGNEMENT,SANTÉ ET ACTION SOCIALE,TRANSPORTS ET DÉPLACEMENTS,"SPORTS, LOISIRS ET CULTURE",TOURISME,SERVICES PUBLICS,SERVICES GÉNÉRAUX,SERVICES AUTOMOBILES,ARTISANAT DU BÂTIMENT,AUTRES SERVICES,GRANDES SURFACES,COMMERCES ALIMENTAIRES,COMMERCES SPÉCIALISÉS NON-ALIMENTAIRES,ENSEIGNEMENT DU PREMIER DEGRÉ,ENSEIGNEMENT DU SECOND DEGRÉ - PREMIER CYCLE,ENSEIGNEMENT DU SECOND DEGRÉ - SECOND CYCLE,ENSEIGNEMENT SUPÉRIEUR NON-UNIVERSITAIRE,ENSEIGNEMENT SUPÉRIEUR UNIVERSITAIRE,FORMATION CONTINUE,AUTRES SERVICES DE L’ÉDUCATION,ETABLISSEMENTS ET SERVICES DE SANTÉ,FONCTIONS MÉDICALES ET PARAMÉDICALES (À TITRE LIBÉRAL),AUTRES ÉTABLISSEMENTS ET SERVICES À CARACTÈRE SANITAIRE,ACTION SOCIALE POUR PERSONNES ÂGÉES,ACTION SOCIALE POUR ENFANTS EN BAS-ÂGE,ACTION SOCIALE POUR HANDICAPÉS,AUTRES SERVICES D’ACTION SOCIALE,INFRASTRUCTURES DE TRANSPORTS,EQUIPEMENTS SPORTIFS,EQUIPEMENTS DE LOISIRS,EQUIPEMENTS CULTURELS ET SOCIOCULTURELS,TOURISME
37095,3,6,7,2,1,0,0,3,0,1,1,0,4,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
37096,3,6,14,1,1,2,0,7,0,1,0,2,7,4,0,0,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,7,0,0,0
37097,3,6,9,1,1,2,0,7,0,1,1,1,4,2,0,1,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,4,2,1,0
37098,3,6,14,3,1,0,1,4,0,1,1,1,7,4,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,0,0
37099,3,6,21,3,1,2,2,8,0,1,1,0,13,6,1,0,2,1,0,0,0,0,0,0,0,2,0,0,0,0,0,2,7,0,1,0
37100,3,7,4,2,1,0,0,4,0,1,1,0,2,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0
37101,3,7,3,1,0,0,0,3,0,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0
37103,3,7,3,0,0,0,0,2,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
37104,3,5,120,37,4,55,3,13,2,2,5,18,65,30,3,15,19,3,1,0,0,0,0,0,1,46,2,0,4,0,2,3,11,1,1,2
37105,3,6,6,3,0,0,0,2,0,1,1,1,0,3,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
37106,3,6,4,0,1,0,0,3,0,1,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0
37107,3,6,3,0,0,0,0,4,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0
37108,3,6,11,1,1,4,0,3,0,1,0,1,6,3,0,1,0,1,0,0,0,0,0,0,0,1,0,0,3,0,0,0,2,1,0,0
37109,2,4,146,45,15,103,7,27,5,2,10,13,61,60,2,11,32,6,2,1,0,1,5,0,0,79,5,6,6,6,1,7,24,3,0,5
37110,3,5,18,5,1,3,0,5,1,1,1,0,10,6,0,2,3,1,0,0,0,0,0,0,0,2,0,0,1,0,0,0,5,0,0,1
37111,3,5,27,7,1,13,0,13,1,2,1,1,16,7,0,3,4,1,0,0,0,0,0,0,1,10,1,0,1,0,0,0,11,1,1,1
37112,3,7,4,5,0,0,0,7,0,1,1,0,2,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,1,0
37113,3,6,27,4,2,11,0,14,2,3,3,1,10,10,0,2,2,1,1,0,0,0,0,0,1,7,1,1,0,1,0,0,10,1,3,2
37114,3,6,1,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
37115,3,5,67,28,5,48,0,26,2,4,8,10,18,27,1,14,13,4,1,0,0,0,0,0,2,32,4,2,5,3,0,0,20,2,4,2
37116,3,7,12,7,1,4,0,6,0,2,1,1,7,1,0,3,4,1,0,0,0,0,0,0,0,1,1,0,0,2,0,0,5,1,0,0
37117,3,6,24,5,1,1,0,7,0,1,1,2,16,4,0,2,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,2,1,0
37118,3,6,21,3,1,1,0,8,0,1,1,1,12,6,0,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,1,2,0
37119,3,5,33,13,3,30,0,10,2,3,5,3,10,12,2,4,7,2,1,0,0,0,0,0,1,20,1,3,3,2,0,0,8,0,2,2
37121,3,7,8,2,0,0,0,4,0,1,0,2,3,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0
37122,1,1,529,139,37,273,26,75,17,7,23,58,242,199,11,48,80,17,5,5,1,0,9,0,5,191,16,8,32,12,9,26,68,1,6,17
37123,3,5,88,27,3,63,1,26,4,3,7,10,28,40,2,11,14,2,1,0,0,0,0,0,2,42,4,5,5,5,0,1,23,1,2,4
37124,2,4,35,6,2,16,4,13,0,1,1,1,26,6,0,2,4,2,0,0,0,0,0,0,0,12,1,0,3,0,0,4,11,2,0,0
37125,3,6,7,3,0,0,0,7,1,1,0,0,5,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,2,1
37126,3,6,2,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
37127,3,6,3,2,0,4,0,1,0,1,0,0,2,0,0,1,1,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,1,0,0,0
37128,3,5,30,3,1,8,0,5,0,1,1,3,14,11,0,2,1,1,0,0,0,0,0,0,0,3,0,1,3,1,0,0,4,1,0,0
37129,3,6,14,1,1,1,0,7,0,1,1,0,8,4,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,1,0,0
37130,3,5,43,9,3,49,0,13,2,3,5,9,15,11,1,3,5,2,1,0,0,0,0,0,1,32,2,3,2,9,0,0,10,1,2,2
37131,3,6,14,5,1,2,1,6,2,1,1,1,7,4,0,1,4,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,4,1,1,2
37132,2,3,131,80,16,87,3,25,12,5,12,12,36,66,7,18,55,5,2,5,0,0,4,0,9,44,6,6,6,11,5,3,19,1,5,12
37133,3,7,5,3,1,1,0,6,0,1,1,0,3,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,1,1,0
37134,3,6,15,1,1,1,0,2,0,1,1,3,4,6,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
37136,3,6,14,2,1,0,0,2,1,1,1,2,7,3,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
37137,3,7,5,0,0,0,0,2,0,1,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
37138,3,6,10,5,1,1,0,4,0,1,1,1,3,4,0,3,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,1,0
37139,3,5,72,15,5,31,6,25,3,2,5,8,24,33,1,6,8,4,1,0,0,0,0,0,2,20,1,2,3,3,0,6,22,2,1,3
37140,3,7,4,1,1,0,0,4,0,1,0,0,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0
37141,3,6,15,4,1,3,0,5,2,1,1,1,8,4,0,3,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,4,1,0,2
37142,3,6,7,3,1,1,1,5,1,1,1,1,4,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,3,1,1,1
37143,3,5,27,7,1,11,0,6,0,1,1,4,11,10,0,3,4,1,0,0,0,0,0,0,0,6,1,1,2,1,0,0,5,1,0,0
37144,3,6,5,0,1,3,0,2,1,1,1,0,2,1,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,1,0,1
37145,3,7,2,1,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
37146,3,6,6,1,0,0,0,2,0,1,1,0,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
37147,3,6,14,1,1,0,0,4,1,1,1,3,6,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,1
37148,3,6,8,2,1,6,0,7,0,1,1,0,5,1,0,1,1,1,0,0,0,0,0,0,0,3,0,2,0,1,0,0,5,1,1,0
37149,3,6,12,1,1,0,0,3,0,1,1,1,5,4,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0
37150,3,5,22,3,1,2,1,5,0,1,1,0,14,6,0,2,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,4,1,0,0
37151,2,4,42,8,3,37,1,8,1,2,1,6,15,18,0,3,5,3,0,0,0,0,0,0,3,24,1,1,3,3,2,1,7,1,0,1
37152,2,4,40,5,1,18,1,10,1,1,1,8,18,12,0,2,3,1,0,0,0,0,0,0,0,12,1,0,2,3,0,1,9,1,0,1
37153,3,5,84,18,2,18,3,12,0,3,5,9,41,26,2,3,13,2,0,0,0,0,0,0,0,10,1,1,3,0,3,3,10,0,2,0
37154,2,4,99,20,3,35,4,18,4,3,7,10,31,48,0,7,13,2,1,0,0,0,0,0,1,29,2,0,3,0,0,4,12,2,4,4
37155,3,6,9,0,1,0,0,3,0,1,1,1,3,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
37156,2,4,192,54,7,78,7,26,6,4,9,29,77,73,2,23,29,6,1,0,0,0,0,0,1,58,4,5,8,2,0,7,23,1,2,6
37157,3,6,9,4,2,5,0,6,0,3,3,0,2,1,0,3,1,1,1,0,0,0,0,0,0,0,1,1,2,1,0,0,2,3,1,0
37158,3,6,15,3,1,0,0,3,0,1,1,2,8,3,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
37159,2,3,127,17,5,48,11,20,0,1,2,17,70,37,1,5,11,4,1,0,0,0,0,0,2,34,4,1,7,0,0,11,17,1,2,0
37160,3,6,5,0,1,2,1,3,0,1,0,0,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,1,3,0,0,0
37161,3,6,21,6,1,3,1,3,3,1,1,1,11,7,0,3,3,1,0,0,0,0,0,0,0,3,0,0,0,0,0,1,2,1,0,3
37162,3,6,5,1,1,2,0,7,0,1,0,2,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,6,0,1,0
37163,2,3,75,13,2,21,0,10,4,2,3,8,46,16,0,6,7,2,0,0,0,0,0,0,0,11,2,1,4,3,0,0,8,1,1,4
37165,3,6,4,1,1,0,1,1,0,1,0,2,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
37166,3,6,14,2,1,3,0,6,0,2,1,2,8,1,0,0,2,1,0,0,0,0,0,0,0,2,0,0,1,0,0,0,4,1,1,0
37167,3,5,47,17,4,19,4,7,0,3,4,8,16,16,2,2,13,3,1,0,0,0,0,0,2,13,1,1,2,0,0,4,6,1,0,0
37168,3,6,7,2,0,0,0,3,0,1,1,0,4,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
37169,3,6,12,1,1,0,0,4,0,1,2,0,7,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
37170,3,6,33,9,4,12,0,8,0,2,3,0,22,6,0,4,5,1,1,1,0,0,1,0,0,8,1,1,1,1,0,0,7,0,1,0
37171,3,6,26,6,1,2,1,5,2,1,1,1,12,11,0,4,2,1,0,0,0,0,0,0,0,2,0,0,0,0,0,1,3,1,1,2
37172,2,4,65,15,3,34,3,11,0,1,2,10,36,16,2,5,8,2,0,0,0,0,1,0,1,22,2,2,5,2,0,3,8,1,2,0
37173,3,6,11,6,1,2,0,9,0,2,1,3,3,2,0,4,2,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,8,1,0,0
37174,3,5,5,5,2,6,0,5,0,1,1,0,1,2,0,2,3,1,1,0,0,0,0,0,0,4,1,0,1,0,0,0,5,0,0,0
37175,3,6,15,3,1,9,1,8,0,1,1,1,5,7,0,2,1,1,0,0,0,0,0,0,0,7,1,0,1,0,0,1,6,1,1,0
37176,3,5,19,4,3,0,1,5,1,2,0,3,9,5,0,1,3,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,4,1,0,1
37177,3,6,8,5,1,1,2,6,0,1,1,1,3,2,0,2,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2,4,1,1,0
37178,3,6,11,3,1,9,0,3,1,2,0,3,2,4,0,2,1,1,0,0,0,0,0,0,0,8,0,0,1,0,0,0,2,1,0,1
37179,2,4,69,16,3,11,0,7,4,1,1,22,30,15,2,7,7,2,0,0,0,0,1,0,0,7,1,0,3,0,0,0,6,0,1,4
37180,3,6,18,3,1,0,0,4,1,1,0,3,11,3,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,1
37181,3,7,3,1,0,0,0,5,0,1,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0
37182,3,5,30,5,1,8,0,7,0,2,2,2,11,13,0,3,2,1,0,0,0,0,0,0,0,7,0,0,1,0,0,0,5,1,1,0
37183,3,5,29,13,1,9,1,7,0,1,2,4,10,12,2,3,8,1,0,0,0,0,0,0,0,8,1,0,0,0,0,1,5,1,1,0
37184,3,7,11,3,0,0,0,4,0,1,1,1,5,3,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0
37185,2,3,29,18,1,26,1,10,0,1,2,4,10,12,2,2,14,1,0,0,0,0,0,0,0,20,2,0,2,0,2,1,9,1,0,0
37186,2,3,23,0,1,6,1,4,0,1,1,2,12,7,0,0,0,1,0,0,0,0,0,0,0,4,0,0,2,0,0,1,3,0,1,0
37187,3,6,4,1,0,0,0,2,1,2,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1
37188,3,6,17,3,1,1,1,9,0,1,1,3,6,6,0,1,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,8,0,1,0
37189,3,5,29,11,4,16,1,12,3,2,4,2,10,11,1,4,6,2,2,0,0,0,0,0,2,6,3,3,1,1,0,1,10,1,1,3
37190,3,7,2,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37191,3,6,3,2,0,0,0,2,0,1,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
37192,3,5,26,6,1,6,1,8,1,1,1,6,15,3,0,3,3,1,0,0,0,0,0,0,0,4,1,0,1,0,0,1,6,1,1,1
37193,3,6,18,3,1,15,0,6,1,1,1,2,7,7,0,2,1,1,0,0,0,0,0,0,0,12,2,0,1,0,0,0,4,2,0,1
37194,3,5,30,9,1,8,0,10,0,1,1,2,17,9,0,7,2,1,0,0,0,0,0,0,1,3,1,0,1,2,0,0,8,1,1,0
37195,1,1,143,28,8,79,7,18,3,3,7,13,67,53,3,6,19,4,0,0,1,0,3,0,5,53,6,2,10,3,0,7,14,0,4,3
37196,3,5,37,15,5,32,0,13,3,4,5,9,7,12,1,4,10,3,2,0,0,0,0,0,1,18,3,3,4,3,0,0,10,0,3,3
37197,3,6,5,2,1,0,0,3,2,1,1,0,2,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,2
37198,3,6,7,1,1,0,0,4,1,1,1,0,3,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,1
37199,3,6,7,0,1,0,0,5,0,1,1,1,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0
37200,3,6,14,1,1,12,2,5,2,2,1,2,7,2,0,0,1,1,0,0,0,0,0,0,1,7,1,0,2,1,0,2,4,1,0,2
37201,3,6,17,0,1,1,0,4,1,1,0,3,9,4,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,1,1
37202,3,6,11,3,1,1,1,3,1,2,0,0,7,2,0,2,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,1,0,1
37203,2,4,71,19,2,15,3,13,3,1,1,5,29,35,0,10,9,2,0,0,0,0,0,0,0,10,1,1,2,1,0,3,10,1,2,3
37204,3,5,13,6,1,12,0,8,0,1,1,0,6,5,0,1,5,1,0,0,0,0,0,0,0,10,1,0,1,0,0,0,6,1,1,0
37205,3,6,28,4,1,7,0,8,0,2,1,2,15,8,0,2,2,1,0,0,0,0,0,0,0,4,0,1,2,0,0,0,4,1,3,0
37206,3,5,26,5,1,4,1,6,1,2,1,4,12,7,0,2,3,1,0,0,0,0,0,0,0,3,0,0,1,0,0,1,4,1,1,1
37207,3,6,13,1,1,0,1,3,0,1,1,2,6,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0
37208,1,1,239,41,7,160,13,38,8,2,14,22,94,107,2,18,21,6,1,0,0,0,0,0,3,127,7,7,11,5,0,13,34,3,1,8
37210,3,6,7,0,1,46,0,7,0,1,1,0,3,2,0,0,0,1,0,0,0,0,0,0,8,35,0,1,0,2,0,0,5,2,0,0
37211,3,6,52,9,1,19,3,11,0,2,2,5,26,17,0,4,5,1,0,0,0,0,0,0,1,13,1,1,2,1,0,3,9,1,1,0
37212,3,6,8,3,1,3,0,8,1,1,1,1,3,2,0,3,0,1,0,0,0,0,0,0,0,1,0,0,2,0,0,0,6,1,1,1
37213,3,5,16,3,1,5,0,8,0,1,1,1,8,5,0,2,1,1,0,0,0,0,0,0,0,4,0,1,0,0,0,0,6,1,1,0
37214,1,1,232,103,10,426,8,39,4,2,14,26,68,122,5,34,64,7,2,0,0,0,1,0,6,391,8,8,6,5,2,8,36,0,3,4
37216,3,6,16,10,1,11,1,7,1,1,1,2,8,4,0,4,6,1,0,0,0,0,0,0,0,7,1,1,1,1,0,1,5,1,1,1
37217,3,6,20,2,1,2,1,9,1,1,1,2,11,5,0,2,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,5,3,1,1
37218,3,6,13,3,1,18,2,6,1,1,1,2,7,2,0,2,1,1,0,0,0,0,0,0,1,14,1,1,0,1,0,2,4,1,1,1
37219,3,6,24,1,1,0,3,8,1,1,0,0,15,8,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,1,0,1
37220,3,6,13,0,1,1,0,1,0,1,1,1,7,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
37221,3,7,10,4,1,1,0,6,1,1,1,1,6,1,0,2,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,0,0,1
37222,3,6,10,1,1,1,0,1,0,1,0,2,6,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
37223,3,6,8,2,1,0,0,4,0,2,0,1,4,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0
37224,3,5,22,2,1,2,0,5,0,1,1,1,10,9,0,2,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,4,1,0,0
37225,3,5,41,8,2,19,3,8,3,1,1,4,20,15,0,6,2,2,0,0,0,0,0,0,0,12,1,2,2,2,0,3,6,1,1,3
37226,3,5,72,36,4,57,0,19,5,3,9,12,22,26,5,7,24,3,1,0,0,0,0,0,4,34,4,5,7,3,0,0,15,1,3,5
37228,3,6,30,15,1,7,0,12,0,1,1,3,8,17,0,13,2,1,0,0,0,0,0,0,0,7,0,0,0,0,0,0,10,1,1,0
37229,3,6,7,2,0,0,0,4,0,1,0,1,4,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0
37230,3,6,18,2,1,1,1,3,1,1,1,3,9,4,0,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,1,0,1
37231,3,6,39,3,2,14,2,12,1,2,2,6,17,12,0,3,0,2,0,0,0,0,0,0,0,8,1,0,5,0,0,2,10,1,1,1
37232,3,6,29,13,3,6,1,11,2,2,3,2,11,11,0,6,7,3,0,0,0,0,0,0,0,2,0,1,2,1,0,1,6,3,2,2
37233,1,1,254,107,19,74,13,42,6,5,10,34,116,89,3,26,78,12,3,2,0,0,2,0,4,45,7,3,14,1,0,13,38,1,3,6
37234,3,6,12,0,1,1,0,4,0,1,0,0,10,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,2,0,0
37236,3,6,11,0,1,0,0,1,1,1,0,0,6,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
37237,3,5,19,4,1,1,0,8,0,1,0,1,14,3,0,2,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,1,1,0
37238,3,6,16,1,1,0,0,5,0,1,1,2,10,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0
37240,3,6,6,2,1,1,0,4,0,1,0,0,4,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,1,0,0
37241,3,5,42,9,2,14,5,12,0,3,3,8,16,12,1,3,5,1,1,0,0,0,0,0,0,8,1,3,0,2,0,5,9,1,2,0
37242,3,6,21,2,1,2,0,12,2,2,2,1,12,4,0,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,10,1,1,2
37243,3,5,60,17,2,20,3,13,3,1,1,7,30,21,0,9,8,2,0,0,0,0,0,0,1,17,1,0,1,0,0,3,11,1,1,3
37244,3,6,6,0,0,0,0,0,0,1,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37245,3,6,31,9,2,14,2,12,1,1,1,2,15,12,0,4,5,2,0,0,0,0,0,0,0,4,1,2,3,4,0,2,11,1,0,1
37246,3,7,7,1,0,0,0,4,0,1,0,1,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0
37247,3,6,19,3,1,2,0,9,2,1,1,2,11,4,0,2,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,7,1,1,2
37248,3,6,2,0,1,4,0,6,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,2,0,0,2,1,3,1
37249,3,5,31,5,1,8,0,12,1,2,1,4,15,9,0,3,2,1,0,0,0,0,0,0,0,7,0,0,1,0,0,0,10,1,1,1
37250,3,5,75,14,3,25,3,11,0,2,1,12,38,22,1,5,8,2,0,0,0,0,1,0,1,20,1,0,3,0,0,3,9,1,1,0
37251,3,6,18,0,1,3,1,7,0,1,1,2,11,3,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2,0,0,1,5,1,1,0
37252,3,6,6,1,1,1,0,3,0,1,0,0,3,2,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,0,0
37253,3,6,9,2,0,0,0,2,0,1,0,1,4,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
37254,3,6,27,5,1,5,1,13,0,2,1,3,15,6,0,1,4,1,0,0,0,0,0,0,0,1,0,1,3,0,0,1,10,2,1,0
37255,3,6,3,0,0,0,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
37256,3,6,5,1,0,0,1,2,0,1,0,0,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0
37257,3,5,33,4,1,11,2,8,0,1,1,4,18,9,0,2,2,1,0,0,0,0,0,0,0,8,1,0,2,0,0,2,6,1,1,0
37258,3,6,4,0,1,0,0,3,0,1,0,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0
37259,3,6,5,1,0,1,0,1,0,1,0,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
37260,3,7,11,2,1,0,1,5,0,1,1,0,8,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,0,0
37261,1,1,2162,969,214,1471,56,246,99,26,116,152,501,1367,38,259,672,68,20,25,20,14,49,18,47,1126,59,46,97,62,34,56,216,2,28,99
37262,3,6,3,0,1,0,0,2,2,1,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2
37263,3,5,46,5,2,12,1,14,0,1,2,8,20,15,0,3,2,2,0,0,0,0,0,0,0,6,0,2,2,2,0,1,12,1,1,0
37264,3,5,27,3,1,3,0,8,0,1,1,1,13,11,1,1,1,1,0,0,0,0,0,0,0,2,0,0,1,0,0,0,7,1,0,0
37265,3,7,2,1,1,0,0,2,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
37266,2,4,113,32,4,34,8,18,4,1,2,14,53,43,2,13,17,4,0,0,0,0,0,0,0,22,2,3,6,1,0,8,15,1,2,4
37267,2,3,64,12,2,25,3,14,0,1,1,11,29,22,1,1,10,2,0,0,0,0,0,0,0,19,1,1,4,0,0,3,12,1,1,0
37268,3,7,4,0,0,0,0,1,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
37269,3,6,8,2,1,0,0,10,0,1,1,1,1,4,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,1,0
37270,3,5,56,16,2,17,1,11,2,2,1,9,25,19,1,8,7,2,0,0,0,0,0,0,0,14,1,1,1,0,0,1,9,1,1,2
37271,3,6,19,1,1,4,1,6,1,1,1,1,10,6,0,1,0,1,0,0,0,0,0,0,0,2,0,0,2,0,0,1,5,1,0,1
37272,3,6,32,6,1,1,0,8,4,1,1,1,16,13,0,3,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,1,2,4
37273,2,4,104,30,2,33,2,12,4,1,3,16,56,28,4,8,18,2,0,0,0,0,0,0,1,21,1,3,5,2,0,2,11,0,1,4
37274,3,7,6,2,1,0,0,1,0,1,1,0,2,2,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
37275,3,7,2,0,0,0,0,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0
37276,3,5,20,7,1,7,0,9,1,1,1,3,8,7,0,3,4,1,0,0,0,0,0,0,0,3,1,0,1,2,0,0,7,1,1,1
37277,3,6,12,1,1,7,0,4,0,1,1,2,6,2,0,1,0,1,0,0,0,0,0,0,1,4,1,1,0,0,0,0,2,1,1,0
37278,3,5,13,2,1,4,1,10,0,1,1,2,7,2,0,2,0,1,0,0,0,0,0,0,0,0,0,1,2,1,0,1,9,0,1,0
37279,3,6,14,2,1,0,0,5,1,1,2,0,8,3,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,1
