INSEE_COM,DENS3,DENS7,SERVICES POUR LES PARTICULIERS,COMMERCES,ENSEIGNEMENT,SANTÉ ET ACTION SOCIALE,TRANSPORTS ET DÉPLACEMENTS,"SPORTS, LOISIRS ET CULTURE",TOURISME,SERVICES PUBLICS,SERVICES GÉNÉRAUX,SERVICES AUTOMOBILES,ARTISANAT DU BÂTIMENT,AUTRES SERVICES,GRANDES SURFACES,COMMERCES ALIMENTAIRES,COMMERCES SPÉCIALISÉS NON-ALIMENTAIRES,ENSEIGNEMENT DU PREMIER DEGRÉ,ENSEIGNEMENT DU SECOND DEGRÉ - PREMIER CYCLE,ENSEIGNEMENT DU SECOND DEGRÉ - SECOND CYCLE,ENSEIGNEMENT SUPÉRIEUR NON-UNIVERSITAIRE,ENSEIGNEMENT SUPÉRIEUR UNIVERSITAIRE,FORMATION CONTINUE,AUTRES SERVICES DE L’ÉDUCATION,ETABLISSEMENTS ET SERVICES DE SANTÉ,FONCTIONS MÉDICALES ET PARAMÉDICALES (À TITRE LIBÉRAL),AUTRES ÉTABLISSEMENTS ET SERVICES À CARACTÈRE SANITAIRE,ACTION SOCIALE POUR PERSONNES ÂGÉES,ACTION SOCIALE POUR ENFANTS EN BAS-ÂGE,ACTION SOCIALE POUR HANDICAPÉS,AUTRES SERVICES D’ACTION SOCIALE,INFRASTRUCTURES DE TRANSPORTS,EQUIPEMENTS SPORTIFS,EQUIPEMENTS DE LOISIRS,EQUIPEMENTS CULTURELS ET SOCIOCULTURELS,TOURISME
25575,3,5,9,0,1,3,0,1,0,1,0,0,5,3,0,0,0,1,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,1,0
25578,3,5,132,54,5,117,2,18,1,5,5,17,37,68,7,13,34,4,1,0,0,0,0,0,2,95,5,4,4,6,1,2,15,1,2,1
25579,3,6,6,0,0,0,0,0,0,1,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25580,1,1,144,33,10,54,2,32,0,2,10,18,61,53,5,16,12,8,1,1,0,0,0,0,2,33,5,3,8,2,1,2,27,3,2,0
25582,3,6,3,0,0,0,1,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
25583,3,6,3,1,1,1,0,3,0,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,1,0
25584,3,6,4,0,0,0,0,2,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
25586,2,3,9,2,1,3,0,5,0,1,0,2,4,2,0,1,1,1,0,0,0,0,0,0,0,1,0,0,2,0,0,0,4,0,1,0
25588,3,6,2,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
25589,3,6,1,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
25590,3,6,3,0,0,2,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
25591,3,6,3,0,1,0,0,3,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
25592,3,6,14,0,1,1,0,7,0,1,1,0,6,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,3,1,0
25594,3,6,7,0,0,1,1,1,0,1,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
25595,3,6,5,0,0,0,0,1,0,2,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
25596,3,7,2,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
25597,3,6,2,0,1,2,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
25598,3,6,9,1,0,0,0,0,0,1,0,0,7,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25599,3,6,4,1,0,0,0,0,0,1,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25600,3,6,4,1,0,0,0,2,0,1,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
25601,3,5,38,8,7,13,1,20,0,1,1,5,19,12,0,4,4,3,1,1,0,0,2,0,0,8,1,2,2,0,0,1,10,9,1,0
25602,3,6,2,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25604,3,6,6,1,0,0,0,0,0,1,0,1,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25605,3,6,4,1,1,2,0,3,0,1,0,0,2,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0
25607,3,7,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25608,3,6,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
25609,3,6,4,0,1,3,0,4,1,1,1,0,2,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,1,0,0,0,1,3,0,1
25611,3,6,7,0,0,0,0,4,0,1,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0
25612,3,5,7,1,1,2,0,5,0,1,0,0,6,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4,0,1,0
25613,3,6,1,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
25614,1,1,48,4,2,15,0,8,0,2,1,8,15,22,0,1,3,2,0,0,0,0,0,0,0,11,1,0,3,0,0,0,7,0,1,0
25615,3,5,4,3,1,0,0,5,0,1,0,0,2,1,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,0
25616,3,6,4,0,0,0,0,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25617,3,6,16,1,1,1,0,5,0,1,1,1,7,6,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,1,1,0
25618,3,6,2,1,0,0,0,4,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0
25619,3,6,4,0,0,0,0,1,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
25620,3,6,4,1,0,1,0,1,0,1,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
25621,3,6,3,0,1,2,0,2,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,0,0
25622,3,6,4,0,0,0,1,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
25623,3,6,4,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25624,3,6,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25625,3,7,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
25626,3,6,4,0,0,1,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
25627,3,6,6,2,1,0,0,3,0,1,0,1,1,3,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0
25629,3,6,5,1,0,0,0,0,0,1,0,0,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25630,3,6,3,1,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
25631,3,5,13,1,1,1,0,0,0,1,0,0,8,4,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
25632,2,4,43,24,3,27,1,11,0,2,1,10,8,22,3,9,12,2,1,0,0,0,0,0,0,23,1,0,3,0,0,1,10,0,1,0
25633,3,6,22,2,1,5,0,5,1,1,1,1,10,9,0,1,1,1,0,0,0,0,0,0,0,3,1,0,1,0,0,0,3,1,1,1
25634,3,6,21,1,1,2,0,4,0,1,0,2,9,9,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,3,0,1,0
25635,3,6,2,1,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
26001,3,6,19,2,1,5,0,1,1,1,0,1,12,5,0,0,2,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,1,0,1
26002,3,6,41,12,2,3,0,8,3,1,2,7,20,11,0,6,6,2,0,0,0,0,0,0,0,2,0,1,0,0,0,0,6,1,1,3
26003,3,7,1,1,0,0,0,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
26004,3,6,108,28,3,20,1,8,3,2,3,16,59,28,1,8,19,2,0,0,0,0,1,0,0,13,1,0,6,0,0,1,6,1,1,3
26005,3,6,41,10,1,11,0,10,0,1,1,5,18,16,0,2,8,1,0,0,0,0,0,0,0,8,0,1,2,0,0,0,7,2,1,0
26006,3,5,56,6,5,23,1,6,1,1,1,7,34,13,0,3,3,3,1,1,0,0,0,0,0,16,1,2,4,0,0,1,5,0,1,1
26007,3,6,4,1,0,0,0,0,0,1,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26008,2,4,25,4,2,3,0,5,0,1,1,2,11,10,1,1,2,2,0,0,0,0,0,0,0,2,0,0,1,0,0,0,4,0,1,0
26009,3,6,51,6,2,0,0,5,0,2,1,8,27,13,0,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,0
26010,3,5,88,22,5,31,2,10,2,1,7,11,34,35,2,8,12,2,0,1,0,0,2,0,1,23,2,2,3,0,0,2,8,1,1,2
26011,2,3,61,28,2,35,0,11,1,2,1,9,28,21,2,9,17,2,0,0,0,0,0,0,1,22,1,2,4,3,2,0,9,1,1,1
26012,3,7,2,1,0,0,0,3,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
26013,3,7,3,1,0,0,0,1,0,1,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
26014,3,6,5,0,0,1,0,2,0,1,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0
26015,3,7,1,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0
26016,3,6,11,1,1,2,0,3,1,1,0,1,7,2,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,1,0,1
26017,3,7,1,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
26018,3,7,1,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
26019,3,7,6,1,1,0,0,4,1,1,0,1,3,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,1
26020,3,7,4,0,1,0,0,2,0,1,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
26021,3,7,5,0,1,0,0,1,0,1,0,0,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
26022,3,7,5,0,0,0,0,2,1,1,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
26023,3,5,17,1,1,6,0,7,1,1,1,0,9,6,0,1,0,1,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,3,1,1
26024,3,6,10,0,0,0,0,1,0,1,0,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
26025,3,6,2,1,0,0,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
26026,3,7,2,0,0,0,0,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0
26027,3,6,6,1,1,0,0,1,0,1,0,1,3,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
26028,3,6,10,0,0,1,0,2,0,1,0,0,6,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0
26030,3,7,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
26031,3,5,23,4,1,13,0,8,0,1,1,3,9,9,0,2,2,1,0,0,0,0,0,0,0,10,0,1,1,1,0,0,7,1,0,0
26032,3,6,6,1,1,0,0,3,0,1,0,0,3,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
26033,3,5,17,5,1,4,0,4,1,1,1,2,6,7,0,3,2,1,0,0,0,0,0,0,0,1,0,2,0,1,0,0,2,1,1,1
26034,3,6,13,6,1,15,1,4,0,1,0,1,6,5,0,1,5,1,0,0,0,0,0,0,0,13,0,0,2,0,0,1,2,2,0,0
26035,3,6,13,3,1,6,0,5,2,3,1,1,6,2,0,2,1,1,0,0,0,0,0,0,0,4,1,1,0,0,0,0,2,2,1,2
26036,3,7,2,0,0,0,0,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1
26037,3,5,121,20,3,39,1,16,1,2,2,10,73,34,2,5,13,2,1,0,0,0,0,0,0,31,1,2,5,0,0,1,12,3,1,1
26038,3,6,31,4,2,13,1,8,0,1,0,5,15,10,0,3,1,2,0,0,0,0,0,0,0,9,0,0,4,0,0,1,7,0,1,0
26039,3,6,15,0,2,5,0,6,0,1,0,0,7,7,0,0,0,2,0,0,0,0,0,0,0,5,0,0,0,0,0,0,3,3,0,0
26040,3,6,3,1,0,1,0,1,1,1,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
26041,3,6,21,3,1,3,3,6,0,1,1,0,11,8,0,1,2,1,0,0,0,0,0,0,0,3,0,0,0,0,0,3,5,1,0,0
26042,2,4,12,3,1,10,0,7,1,1,0,0,5,6,0,1,2,1,0,0,0,0,0,0,0,5,1,1,3,0,0,0,5,1,1,1
26043,3,6,4,0,0,0,0,3,1,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1
26045,3,6,42,14,1,19,1,11,2,2,1,2,22,15,1,5,8,1,0,0,0,0,0,0,0,14,1,1,3,0,0,1,8,2,1,2
26046,3,7,2,0,0,0,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
26047,3,7,4,0,1,0,0,1,0,1,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
26048,3,7,2,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
26049,3,5,22,6,1,16,2,4,0,1,1,1,10,9,0,2,4,1,0,0,0,0,0,0,0,13,1,1,0,0,1,2,3,0,1,0
26050,3,7,2,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
26051,3,7,2,0,0,0,0,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1
26052,3,6,12,1,1,0,0,4,0,1,0,2,4,5,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0
26054,3,5,30,4,1,6,0,3,1,1,1,1,13,14,0,4,0,1,0,0,0,0,0,0,1,5,0,0,0,0,0,0,2,1,0,1
26055,3,7,5,0,1,0,0,1,0,1,0,1,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
26056,3,6,27,6,1,27,0,10,2,4,2,1,9,11,0,5,1,1,0,0,0,0,0,0,1,12,1,6,2,4,1,0,7,2,1,2
26057,2,2,222,57,10,109,3,25,3,3,9,31,96,83,7,22,28,6,2,1,0,0,1,0,2,89,7,2,6,2,1,3,25,0,0,3
26058,1,1,424,106,24,104,10,50,11,2,12,60,190,160,3,50,53,15,1,2,2,0,4,0,2,65,9,3,9,7,9,10,47,1,2,11
26059,3,7,6,0,0,0,0,8,3,1,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,3
26060,3,7,5,1,0,0,0,1,1,1,0,0,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
26061,3,6,8,1,1,2,0,4,0,1,0,2,3,2,0,1,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,1,1,0
26062,3,7,3,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
26063,3,5,79,33,4,43,3,29,10,4,5,11,27,32,2,13,18,2,1,0,0,0,1,0,4,22,1,4,5,6,1,3,18,8,3,10
26064,3,5,170,30,7,61,1,22,1,2,10,26,72,60,2,13,15,4,2,0,0,0,1,0,0,48,3,3,4,3,0,1,18,3,1,1
26065,3,6,12,1,1,3,0,3,1,1,0,0,8,3,0,1,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,1,1,1
26066,3,7,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
26067,3,7,1,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
26068,3,7,4,2,0,0,0,1,0,1,0,0,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
26069,3,6,2,0,0,0,0,6,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0
26070,3,6,17,0,1,1,0,4,1,1,1,3,6,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,1,0,1
26071,3,6,22,6,1,5,2,11,0,1,2,1,11,7,0,4,2,1,0,0,0,0,0,0,0,3,0,0,2,0,0,2,9,1,1,0
26072,3,5,33,2,1,3,0,8,1,1,1,3,15,13,0,1,1,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,2,1,1
26073,3,7,8,1,1,0,0,0,1,1,0,0,2,5,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
26074,3,6,27,9,2,14,0,21,5,4,2,4,8,9,0,5,4,1,1,0,0,0,0,0,1,9,1,0,3,0,0,0,15,5,1,5
26075,3,7,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
26076,3,7,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
26077,3,6,18,1,2,1,1,5,1,1,1,1,11,4,0,1,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3,1,1,1
26078,3,6,18,3,1,4,1,5,2,1,0,1,12,4,0,3,0,1,0,0,0,0,0,0,0,2,0,1,1,0,0,1,3,1,1,2
26079,3,5,22,4,1,3,0,5,0,1,1,2,14,4,0,3,1,1,0,0,0,0,0,0,0,1,0,0,2,0,0,0,3,1,1,0
26080,3,7,2,0,0,0,0,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
26081,3,6,15,6,1,2,0,6,1,1,0,2,9,3,0,3,3,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4,1,1,1
26082,3,7,3,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
26083,3,5,37,9,7,36,1,15,2,2,2,6,13,14,1,3,5,2,2,2,0,0,1,0,1,28,2,3,0,2,0,1,13,1,1,2
26084,3,6,110,23,6,27,1,15,3,1,2,12,55,40,1,8,14,3,0,1,0,0,2,0,0,22,1,1,3,0,0,1,11,3,1,3
26085,3,5,71,16,3,20,4,15,5,1,1,16,36,17,2,3,11,2,0,0,0,0,1,0,0,16,1,0,2,0,1,4,11,3,1,5
26086,3,6,29,10,1,5,0,25,5,3,1,2,9,14,1,6,3,1,0,0,0,0,0,0,0,1,1,1,2,0,0,0,8,16,1,5
26087,3,5,19,2,2,24,1,2,0,1,1,0,13,4,0,2,0,2,0,0,0,0,0,0,1,21,1,0,1,0,0,1,1,1,0,0
26088,3,6,129,27,3,52,3,14,3,2,1,26,63,37,1,10,16,3,0,0,0,0,0,0,1,45,1,1,4,0,0,3,10,3,1,3
26089,3,7,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
26090,3,7,2,0,0,0,0,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
26091,3,7,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
26092,3,5,15,2,1,0,0,4,0,1,1,1,6,6,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0
26093,3,6,9,1,0,0,0,5,0,1,0,1,5,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0
26094,3,6,29,0,2,4,0,5,0,1,1,6,12,9,0,0,0,2,0,0,0,0,0,0,0,4,0,0,0,0,0,0,2,2,1,0
26095,3,5,37,15,2,47,2,12,1,1,3,7,14,12,1,7,7,1,1,0,0,0,0,0,1,36,1,4,2,3,0,2,11,0,1,1
26096,3,5,48,4,6,14,2,7,0,1,1,4,27,15,0,3,1,4,1,0,0,0,1,0,0,11,1,0,2,0,0,2,6,0,1,0
26097,3,6,16,4,1,3,0,2,1,1,1,3,4,7,0,1,3,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,1,0,1
26098,3,7,2,1,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26099,3,6,12,1,1,4,0,3,1,1,0,0,9,2,0,0,1,1,0,0,0,0,0,0,0,3,0,0,1,0,0,0,2,1,0,1
26100,3,6,9,0,1,0,0,3,0,1,0,0,5,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0
26101,3,7,2,0,0,1,0,2,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1
26102,3,7,5,0,0,0,0,1,0,1,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
26103,3,6,13,2,1,3,0,3,1,1,1,1,9,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,2,1,0,1
26104,3,7,3,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
26105,3,7,5,1,0,1,0,3,0,1,0,0,1,3,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0
26106,3,5,22,8,1,5,1,7,1,1,1,1,11,8,0,3,5,1,0,0,0,0,0,0,0,3,0,0,2,0,0,1,5,1,1,1
26107,3,6,11,5,0,0,0,4,0,1,1,1,5,3,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0
26108,2,3,211,87,14,167,4,27,5,5,12,32,71,91,3,32,52,6,3,2,0,0,3,0,7,126,5,5,8,11,5,4,21,4,2,5
26110,3,6,9,1,1,3,0,4,0,1,0,0,6,2,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,2,1,1,0
26111,3,7,3,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
26112,3,6,4,1,1,3,0,2,1,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1,0,1
26113,3,5,146,62,9,70,2,30,16,5,4,10,70,57,4,22,36,5,1,1,0,0,2,0,6,51,3,3,5,2,0,2,19,7,4,16
26114,3,5,89,32,4,64,0,16,7,4,5,7,35,38,1,13,18,3,1,0,0,0,0,0,5,36,4,7,7,5,0,0,10,3,3,7
26115,3,6,8,1,3,5,0,2,0,1,0,1,4,2,0,0,1,1,0,1,0,0,1,0,0,4,0,1,0,0,0,0,0,2,0,0
26116,2,3,100,21,5,39,2,12,6,6,5,12,43,34,1,9,11,4,0,0,0,0,1,0,1,24,3,2,7,2,0,2,9,1,2,6
26117,3,7,2,0,0,0,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
26118,3,5,33,4,1,1,0,5,0,1,1,2,16,13,0,3,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,1,0
26119,3,5,21,3,1,5,1,9,0,1,1,0,18,1,0,1,2,1,0,0,0,0,0,0,0,3,0,0,2,0,0,1,7,1,1,0
26121,3,5,24,3,1,8,1,6,0,1,1,1,11,10,0,1,2,1,0,0,0,0,0,0,0,7,0,0,1,0,0,1,4,1,1,0
26122,3,6,6,0,0,0,0,3,3,1,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
26123,3,7,1,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
26124,3,5,116,28,4,45,2,16,2,2,3,25,43,43,2,10,16,4,0,0,0,0,0,0,1,36,1,1,6,0,0,2,13,1,2,2
26125,3,6,28,4,1,7,0,10,0,4,1,1,19,3,1,3,0,1,0,0,0,0,0,0,0,5,0,1,0,1,0,0,8,1,1,0
26126,3,7,3,0,0,0,0,2,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
26127,3,7,2,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
26128,3,7,2,0,0,0,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
26129,3,5,20,1,2,4,1,2,0,1,0,3,12,4,0,1,0,2,0,0,0,0,0,0,0,4,0,0,0,0,0,1,2,0,0,0
26130,3,7,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
